California,Sanitariums[edit],Hill View Home,https://www.asylumprojects.org/index.php?title=Hill_View_Home&action=edit&redlink=1
California,Sanitariums[edit],Hygeia Sanatorium Inc,https://www.asylumprojects.org/index.php?title=Hygeia_Sanatorium_Inc&action=edit&redlink=1
California,Sanitariums[edit],Ingleside Lodge,https://www.asylumprojects.org/index.php?title=Ingleside_Lodge&action=edit&redlink=1
California,Sanitariums[edit],Jane Edling Home Inc,https://www.asylumprojects.org/index.php?title=Jane_Edling_Home_Inc&action=edit&redlink=1
California,Sanitariums[edit],Kimball Sanitarium,https://www.asylumprojects.org/index.php?title=Kimball_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Kings View Home,https://www.asylumprojects.org/index.php?title=Kings_View_Home&action=edit&redlink=1
California,Sanitariums[edit],Las Encinas Sanitarium,https://www.asylumprojects.org/index.php?title=Las_Encinas_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Las Palmas Rest Home,https://www.asylumprojects.org/index.php?title=Las_Palmas_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Lo Har Lodge,https://www.asylumprojects.org/index.php?title=Lo_Har_Lodge&action=edit&redlink=1
California,Sanitariums[edit],Los Alamitos Sanitarium,https://www.asylumprojects.org/index.php?title=Los_Alamitos_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Los Angeles Neurological Institution,https://www.asylumprojects.org/index.php?title=Los_Angeles_Neurological_Institution&action=edit&redlink=1
California,Sanitariums[edit],Lundy Rest Home,https://www.asylumprojects.org/index.php?title=Lundy_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Magnolia Sanitarium,https://www.asylumprojects.org/index.php?title=Magnolia_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Major Sanitarium,https://www.asylumprojects.org/index.php?title=Major_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Manor Hall Rest Home,https://www.asylumprojects.org/index.php?title=Manor_Hall_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Marvel Sanitarium,https://www.asylumprojects.org/index.php?title=Marvel_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Mar Vista Sanitarium,https://www.asylumprojects.org/index.php?title=Mar_Vista_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Mission Lodge Sanitarium,https://www.asylumprojects.org/index.php?title=Mission_Lodge_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Mission Sanitarium,https://www.asylumprojects.org/index.php?title=Mission_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Monterey Sanatorium,https://www.asylumprojects.org/index.php?title=Monterey_Sanatorium&action=edit&redlink=1
California,Sanitariums[edit],Mountain View Rest Home,https://www.asylumprojects.org/index.php?title=Mountain_View_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Mt. Gleason Sanitarium,https://www.asylumprojects.org/index.php?title=Mt._Gleason_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Murray Sanitarium,https://www.asylumprojects.org/index.php?title=Murray_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],National Sanitarium,https://www.asylumprojects.org/index.php?title=National_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Olive View Sanatorium,https://www.asylumprojects.org/index.php?title=Olive_View_Sanatorium
California,Sanitariums[edit],Palm Grove Sanatorium,https://www.asylumprojects.org/index.php?title=Palm_Grove_Sanatorium&action=edit&redlink=1
California,Sanitariums[edit],Park Sanitarium,https://www.asylumprojects.org/index.php?title=Park_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Parkside Sanitarium,https://www.asylumprojects.org/index.php?title=Parkside_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Patterson Sanitarium,https://www.asylumprojects.org/index.php?title=Patterson_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Pottenger Sanatorium,https://www.asylumprojects.org/index.php?title=Pottenger_Sanatorium
California,Sanitariums[edit],Pioneer Sanitarium,https://www.asylumprojects.org/index.php?title=Pioneer_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Resthaven,https://www.asylumprojects.org/index.php?title=Resthaven&action=edit&redlink=1
California,Sanitariums[edit],Rosemead Lodge Sanitarium,https://www.asylumprojects.org/index.php?title=Rosemead_Lodge_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Rose of Sharon Sanitarium,https://www.asylumprojects.org/index.php?title=Rose_of_Sharon_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],San Marino Sanitarium,https://www.asylumprojects.org/index.php?title=San_Marino_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Santa Monica Rest Home,https://www.asylumprojects.org/index.php?title=Santa_Monica_Rest_Home&action=edit&redlink=1
California,Sanitariums[edit],Sierra Lodge,https://www.asylumprojects.org/index.php?title=Sierra_Lodge&action=edit&redlink=1
California,Sanitariums[edit],Soledad Rest Retreat,https://www.asylumprojects.org/index.php?title=Soledad_Rest_Retreat&action=edit&redlink=1
California,Sanitariums[edit],Southern California Sanitarium,https://www.asylumprojects.org/index.php?title=Southern_California_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],St. Erne Sanitarium,https://www.asylumprojects.org/index.php?title=St._Erne_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],The Homestead,https://www.asylumprojects.org/index.php?title=The_Homestead&action=edit&redlink=1
California,Sanitariums[edit],The Valley Home,https://www.asylumprojects.org/index.php?title=The_Valley_Home&action=edit&redlink=1
California,Sanitariums[edit],The Westerly,https://www.asylumprojects.org/index.php?title=The_Westerly&action=edit&redlink=1
California,Sanitariums[edit],Three Oaks,https://www.asylumprojects.org/index.php?title=Three_Oaks&action=edit&redlink=1
California,Sanitariums[edit],Tre Monte Foundation Inc,https://www.asylumprojects.org/index.php?title=Tre_Monte_Foundation_Inc&action=edit&redlink=1
California,Sanitariums[edit],Twentieth Century Sanitarium,https://www.asylumprojects.org/index.php?title=Twentieth_Century_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],2972 W. Seventh Street,https://www.asylumprojects.org/index.php?title=2972_W._Seventh_Street&action=edit&redlink=1
California,Sanitariums[edit],Twin Pines Sanitarium,https://www.asylumprojects.org/index.php?title=Twin_Pines_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Valley Hill Sanitarium,https://www.asylumprojects.org/index.php?title=Valley_Hill_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Vista Hill Sanitarium,https://www.asylumprojects.org/index.php?title=Vista_Hill_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Weller Sanitarium,https://www.asylumprojects.org/index.php?title=Weller_Sanitarium&action=edit&redlink=1
California,Sanitariums[edit],Whittier Home,https://www.asylumprojects.org/index.php?title=Whittier_Home&action=edit&redlink=1
California,Sanitariums[edit],Wilhemine Home,https://www.asylumprojects.org/index.php?title=Wilhemine_Home&action=edit&redlink=1
California,Sanitariums[edit],Wooded Rockhills Home,https://www.asylumprojects.org/index.php?title=Wooded_Rockhills_Home&action=edit&redlink=1
Colorado,State Hospital[edit],Bethesda PsycHealth,https://www.asylumprojects.org/index.php?title=Bethesda_PsycHealth&action=edit&redlink=1
Colorado,State Hospital[edit],Colorado Psychiatric Hospital,https://www.asylumprojects.org/index.php?title=Colorado_Psychiatric_Hospital
Colorado,State Hospital[edit],Colorado State Hospital,https://www.asylumprojects.org/index.php?title=Colorado_State_Hospital
